hurufKecil_fullText,cleaning_stemmed,sentiment
@partaisocmed @prabowo @gibran_tweet cari notaris yg netral,tweet cari notaris yg netral,neutral
@rajajuliantoni @gerindra @prabowo tolong singkirkan orang 2 toxic di pemerintahan yg akan datang.. terutama @psi_id dan kader2nya spt ini sbb akan merusak anda kedepannya https://t.co/1qpqq1p2zd,singkir orang toxic perintah yg datang utama id kader spt sbb rusak depan,negative
@prabowo info loker pak sulit banget cari loker di indonesia ,info loker pak sulit banget cari loker indonesia,positive
@prabowo dirgahayu garuda menstruasi jangan lupa abis ini beli jagung bakar di sumeru https://t.co/8xigtwmers,dirgahayu garuda menstruasi jangan lupa abis beli jagung bakar sumeru,negative
@doktertifa @prabowo kamu kan pinter dokter lagi kalau emang lu pinter punya bukti tunjukkin saja jgn cocot doang!!! percuma gelar lu berjibun tp nggak ada prestasi utk indonesia bisanya nyinyir saja mungkin smpai matipun lu akan nyinyir trs krn mungkin itu sudah jd watak lu!!! yah maklum saja!!!,kamu kan pinter dokter kalau emang lu pinter punya bukti tunjukkin jgn cocot doang percuma gelar lu jibun tp prestasi utk indonesia bisa nyinyir mungkin smpai mati lu nyinyir trs krn mungkin jd watak lu yah maklum,negative
loh.....kok pakai dasi merah ??? pakai ngancam pak @prabowo kalau @pdi_perjuangan masuk pemerintahan ps dia bakal mundur. kek orang penting aja padahal cuma **** ' lanjut fufufafa https://t.co/f0paipamgi,lohkok pakai dasi merah pakai ngancam pak kalau juang masuk perintah ps bakal mundur kek orang penting aja padahal cuma lanjut fufufafa,neutral
demokrat serahkan nama-nama kader terbaik ke prabowo. teuku riefky harsya @teukuriefky anggota @dpr_ri fraksi @pdemokrat https://t.co/dk6snlkclz,demokrat serah namanama kader baik prabowo teuku riefky harsya anggota ri fraksi,positive
yakin wapres prabowo tetap di lantik ? #fufufafawaprespsikopat #fufufafaadalahgibran https://t.co/slkmdwj3tg,yakin wapres prabowo tetap lantik,positive
momen lucu pak prabowo kenalkan wakil presiden terpilih kepada presiden jokowi. dan mas gibran bergegas salaman rp 1 https://t.co/i3d03rssl4,momen lucu pak prabowo kenal wakil presiden pilih presiden jokowi mas gibran gegas salam rp,positive
lalu piagam kebohongan dr psi buat pak @prabowo gmn kabarnya skrg ki? sdh klen musnahkan blm! https://t.co/lwymegm4vp,lalu piagam bohong dr psi buat pak gmn kabar skrg ki sdh klen musnah blm,negative
knp kaesang pke baju putra mulyono bkn baju adik fufufafa ? mungkin dri video in kita ud bsa dpt jawabannya: fufufafa mmbuat istana panik &amp; fufufafa mmbuat hubungan prabowo mulyono &amp; gibran mnjdi renggang gw yakin pengakuan kaesang soal fufufafa buat mulyono makin pusing https://t.co/4fa2l7vj1y,knp kaesang pke baju putra mulyono bkn baju adik fufufafa mungkin dri video in ud bsa dpt jawab fufufafa mmbuat istana panik amp fufufafa mmbuat hubung prabowo mulyono amp gibran mnjdi renggang gw yakin aku kaesang soal fufufafa buat mulyono makin pusing,neutral
wakil presiden terpilih gibran rakabuming raka akhirnya muncul ke hadapan publik mendampingi prabowo subianto hari ini sabtu 5 oktober 2024 setelah ramai dugaan dia orang di balik akun fufufafa. . dia tampak hadir dalam perayaan hut ke 79 tni yang digelar di lapangan silang https://t.co/od9qjip0ij,wakil presiden pilih gibran rakabuming raka akhir muncul hadap publik damping prabowo subianto hari sabtu oktober ramai duga orang balik akun fufufafa tampak hadir raya hut tni gelar lapang silang,neutral
bongkar-pasang nomenklatur kabinet prabowo pelantikan presiden-wakil presiden terpilih prabowo subiantio-gibran rakabuming raka tinggal dua pekan lagi. tugas selanjutnya adalah membentuk kabinet. tim prabowo dari partai gerindra intens merumuskan nomenklatur kementerian yang https://t.co/4j2t2kgvmg,bongkarpasang nomenklatur kabinet prabowo lantik presidenwakil presiden pilih prabowo subiantiogibran rakabuming raka tinggal pekan tugas lanjut bentuk kabinet tim prabowo partai gerindra intens rumus nomenklatur menteri,neutral
bisa gak ndut menu makan siangnya seenaknya ini @prabowo https://t.co/gcdj4meusg,gak ndut menu makan siang enak,neutral
prabowo harus segera tinggalkan jokowi tinggal hitungan hari aja si joko widodo msh bermanuver dg cawe²nya dan itu smakin membuktikan bahwa dia memiliki banyak masalah. netizen harusnya lebih paham tapi ya dimaklumi lah ya msh bnyk iq jongkok percayanya sama sumber dari tiktod. https://t.co/4a6gogbfjd,prabowo segera tinggal jokowi tinggal hitung hari aja si joko widodo msh manuver dg cawenya smakin bukti milik banyak masalah netizen harus lebih paham maklum lah msh bnyk iq jongkok percaya sama sumber tiktod,positive
prabowo jokowi ma'ruf (capres pres-wapres) jalan bertiga di depan senyum senyum sambil ngobrol melontarkan gestur macem macem si gibran jalan sendirian di belakang sama mamah ini arti simbolik/semiotiknya coba tebak apa https://t.co/ulvk0kb4do,prabowo jokowi maruf capres preswapres jalan tiga depan senyum senyum ngobrol lontar gestur macem macem si gibran jalan sendiri belakang sama mamah arti simboliksemiotiknya coba tebak apa,neutral
jokowi pastikan tak cawe-cawe soal kabinet prabowo-gibran https://t.co/izbjzyj9ee https://t.co/gtalx7qgle,jokowi pasti tak cawecawe soal kabinet prabowogibran,neutral
secara khusus presiden jokowi juga mengungkapkan ucapan terima kasih kepada menhan prabowo yang telah meningkatkan kekuatan pertahanan indonesia dengan memodernisasi alutsista mendorong industri pertahanan dalam negeri; https://t.co/7kefnmxhej,khusus presiden jokowi ungkap ucap terima kasih menhan prabowo tingkat kuat tahan indonesia modernisasi alutsista dorong industri tahan negeri,positive
@are_inismyname @adri_7i @prabowo @ndons_back @99propaganda @tham878 @kimberley_ps08 @temanduit @florieliciouss @bank_joee_ @irawanrommi @darekarendy selalu dicintai dan mencintai https://t.co/ir5smpzzfd,inismyname i back ps joee selalu cinta cinta,positive
wapres terpilih gibran rakabuming raka sudah lama tak muncul di publik. terkait hal ini ketua dpd gerindra jakarta ahmad riza patria membantah kabar itu. dia menegaskan prabowo-gibran bersama menyusun kabinet. #newsupdate #update #news #quote https://t.co/ija5uectoc https://t.co/phrtrqwpgr,wapres pilih gibran rakabuming raka lama tak muncul publik kait ketua dpd gerindra jakarta ahmad riza patria ban kabar tegas prabowogibran sama susun kabinet,neutral
sekarang kalo liat prabowo ingetnya jagung bakar njir,sekarang kalo liat prabowo ingetnya jagung bakar njir,negative
prabowo bisa ajukan penghentian wapres gibran setelah 20 oktober https://t.co/uvx8ax0x3i,prabowo aju henti wapres gibran oktober,neutral
@antartika9821 @devy_casanofa @prabowo setuju https://t.co/jaq8zevq72,casanofa tuju,negative
*update! berikut data penghitungan suara pemilihan presiden 2024 yang kami himpun dari website resmi kpu: https://t.co/npiepver8k per 15 februari 2024 pukul 19.00 wib. 01. anies baswedan-muhaimin iskandar: 31 97% 02. prabowo subianto-gibran rakabuming: 51 63% 03. ganjar https://t.co/pfvxxcca6s,update ikut data hitung suara pilih presiden himpun website resmi kpu per februari pukul wib anies baswedanmuhaimin iskandar prabowo subiantogibran rakabuming ganjar,neutral
 becik ketitik ala ketara. prabowo (2019) https://t.co/iygoxoky5c,becik titik ala tara prabowo,neutral
terus netyjen udah keburu marah2 ngata2in sampe nuntut satpamnya dipecat. liat vidio gini apa klean masih berani nyocot yang sama?? mampus lu pada bingung lagian demen amat sih jumping into conclusion wowkwkwkwkwk ,terus netyjen udah keburu marah ngatain sampe nuntut satpam pecat liat vidio gin apa klean berani nyocot sama mampus lu bingung lagi demen sih jumping into conclusion wowkwkwkwkwk,negative
9 tahun jokowi bekerja untuk indonesia. sisanya bekerja untuk prabowo dan keluarganya sendiri bahkan saking mabuknya dengan kekuasaan dirinya tidak rela pesiun tanpa terlibat dalam pemerintahan berikutnya mengutip kata pak ahok yang sering mengutip dari abraham lincoln jika https://t.co/krce4aw512,tahun jokowi kerja indonesia sisa kerja prabowo keluarga sendiri bahkan saking mabuk kuasa diri rela pesiun libat perintah ikut kutip kata pak ahok sering kutip abraham lincoln,negative
pak prabowo kalo mau ajak bocil pertemuan formal di ln ajari dulu adab busana internasional. kalo pake jas waktu berdiri jas dikancingkan rapi baru jalan. bukan waktu jalan jas melambai2 katrok. pake dasi ujung dasi yg runcing harus sentuh gesper ikat pinggang. https://t.co/38ympl5vd0,pak prabowo kalo mau ajak bocil temu formal ln ajar dulu adab busana internasional kalo pake jas waktu diri jas kancing rapi baru jalan bukan waktu jalan jas lambai katrok pake dasi ujung dasi yg runcing sentuh gesper ikat pinggang,neutral
ucapan jokowi bahwa presiden boleh berkampanye dan berpihak kian memicu gejolak di internal kabinetnya yang belakangan terindikasi tak lagi solid. sejumlah menteri yang tak terafiliasi dengan capres-cawapres 02 (prabowo-gibran) disebut-sebut merasa gerah. mereka berancang-ancang https://t.co/ffrkjmei09,ucap jokowi presiden kampanye pihak kian picu gejolak internal kabinet belakang indikasi tak solid jumlah menteri tak afiliasi caprescawapres prabowogibran disebutsebut rasa gerah berancangancang,neutral
dua bulan lagi setelah prabowo dilantik semua rakyat indonesia akan terbebas dari kesulitan hidup. sudah gak sabar pengen 21 oktober. https://t.co/mmw5owcgft,bulan prabowo lantik semua rakyat indonesia bebas sulit hidup gak sabar ken oktober,neutral
 prabowo gibran seng tak coblos tetep ganjar. https://t.co/qodfxzjczq,prabowo gibran seng tak coblos tetep ganjar,negative
ini sinyal kuat pak prabowo untk sgra akhiri hegemoni dinasti jokowi. enough is enough. sgra stlh 20 okt pak prab akan sgra menggusur klan jokowi (projo psi dan kroni2nya). golkar akan coba direbut kembali dari boneka bahlil. prab jg akan sgra rekonsiliasi dg pdip. https://t.co/nxv6arveu2,sinyal kuat pak prabowo untk sgra akhir hegemoni dinasti jokowi enough is enough sgra stlh okt pak prab sgra gusur klan jokowi projo psi kroni golkar coba rebut boneka bahlil prab jg sgra rekonsiliasi dg pdip,positive
dulu bilang prabowo pemuja hitler skrg mencitrakan anies sbg hitler. apa sih dosa anies sampe disamain sama hitler pernah melalukan genosida? cuma saling serang di sosmed dibilang tirani. emang ada yg dipenjara diilaporin ke polisi aja ga. 02 tuh yg tukang lapor. akun resmi https://t.co/i7kt7ckd72,dulu bilang prabowo puja hitler skrg citra anies sbg hitler apa sih dosa anies sampe disamain sama hitler pernah lalu genosida cuma saling serang sosmed bilang tirani emang yg penjara diilaporin polisi aja ga tuh yg tukang lapor akun resmi,negative
prajurit yang telah pensiun saja sudah tidak bisa lagi naik pangkat. lahh..prabowo ini bukan pensiun tetapi di berhentikan dengan tidak hormat 20 tahun yg lalu kog bisa naik pangkat ? dengar² presiden langsung lohh yang bakal sematkan bintang 4 di pundak prabowo. negeri https://t.co/rugcvj4a6o,prajurit pensiun naik pangkat lahhprabowo bukan pensiun henti hormat tahun yg lalu kog naik pangkat dengar presiden langsung lohh bakal semat bintang pundak prabowo negeri,negative
detik-detik prabowo terlihat kehabisan tenaga dan mau pingsan saat kampanye pak tua sudahlah .... https://t.co/1bz11ygxqk,detikdetik prabowo lihat habis tenaga mau pingsan kampanye pak tua sudah,neutral
hasil akhir! 40% voters memilih @aniesbaswedan @cakiminow 33% @prabowo @gibran_tweet 26% @ganjarpranowo @mohmahfudmd &amp; 1% abstan | polling ini dilakukan secara terbuka menggunakan fitur poll di twitter // terima kasih 320ribu voters yg sdh ikut berpartisipasi #pollingilc https://t.co/w2d9vim3qq,hasil akhir voters pilih tweet amp abstan polling laku buka guna fitur poll twitter terima kasih ribu voters yg sdh ikut partisipasi,neutral
anies menang prabowo menang ganjar menang tapi jusuf kalah,anies menang prabowo menang ganjar menang jusuf kalah,negative
yth pak @prabowo bapak pasti sudah tahu siapa jatidiri pemilik akun fufufafa ini. saya sebagai rakyat mohon agar bapak tidak membiarkan seorang manusia menghina bapak dan keluarga sampai begini keterlaluan. bapak presiden kami sebentar lagi. keluarga bapak sangat kami https://t.co/df8yrrs5zq,yth pak bapak tahu siapa jatidiri milik akun fufufafa rakyat mohon bapak biar orang manusia hina bapak keluarga begini terlalu bapak presiden sebentar keluarga bapak sangat,neutral
kalo ada yang bisa tunjukan keberhasilan foodestate di gunungmas soal tanam singkong yang di sebutkan gibran dalam debat saya kasih hadiah umroh gratis . karena faktanya program yang di canangkan pak jokowi dan ditugaskan ke prabowo lewat kemenhan gagal . tanah 600hektar itu,kalo tunjuk hasil foodestate gunungmas soal tanam singkong sebut gibran debat kasih hadiah umroh gratis fakta program canang pak jokowi tugas prabowo lewat kemenhan gagal tanah hektar,neutral
gaess...cucooknya jadi menteri apa ya di kabinet prabowo mendatang...? spill donk https://t.co/pslyeisasg,gaesscucooknya jadi menteri apa kabinet prabowo datang spill donk,neutral
aslinya mereka itu tau fufufafa itu bukan gibran tp tetep dipakai buat fitnah dan buat adu domba pendukung jokowi dengan pendukung prabowo. bener2 sakit hati banget mereka kalah pilpres kmrn sampai semua cara di halalkan buat lengserin gibran jg prabowo. https://t.co/ck2oseh7ob,asli tau fufufafa bukan gibran tp tetep pakai buat fitnah buat adu domba dukung jokowi dukung prabowo bener sakit hati banget kalah pilpres kmrn semua cara halal buat lengserin gibran jg prabowo,negative
jilat bukan sembarang jilat kita tggu sesi ngibulin jilat pak prabowo itupun kalo masi dipake https://t.co/3gvbdba9dh,jilat bukan sembarang jilat tggu sesi ngibulin jilat pak prabowo itu kalo mas dipake,negative
lembaga survei indikator mengeluarkan hasil survei terkait keyakinan publik terhadap pemerintahan prabowo 5 tahun ke depan. mayoritas responden meyakini prabowo bisa membawa indonesia menjadi lebih baik. #prabowo #menhan #menhanprabowo #presidenjokowi #jokowi #surveiindikator https://t.co/lilnaydplx,lembaga survei indikator keluar hasil survei kait yakin publik perintah prabowo tahun depan mayoritas responden yakin prabowo bawa indonesia jadi lebih baik,negative
yaah belum juga di liat tweet nya udah gembokan...... https://t.co/g2cy2ke2bc,yaah liat tweet nya udah gembok,neutral
ketua komisi yudisial (ky) prof amzulian rifai bertemu dengan presiden terpilih prabowo subianto. keduanya berdiskusi terkait kesejahteraan hakim di indonesia menyusul rencana gerakan cuti bersama hakim yang diinisiasi solidaritas hakim indonesia. #prabowo #hakim #komisiyudisial https://t.co/pisb2cz0yz,ketuakomisi yudisialky prof amzulian rifai temu presiden terpilihprabowo subianto dua diskus kait sejahtera hakim indonesia susul rencana gera cuti sama hakim inisiasi solidaritas hakim indonesia,neutral
halo pemirsa setia satgas kelitik! menghitung hari hingga pelantikan presiden dan wakil presiden terpilih prabowo subianto dan gibran rakabuming raka. hari pelantikan ini tidak hanya ditunggu-tunggu oleh keduanya tetapi ditunggu juga oleh masyarakat. kenapa? untuk mengetahui https://t.co/sey5jgqegh,halo pirsa setia satgas kelitik hitung hari hingga lantik presiden wakil presiden pilih prabowo subianto gibran rakabuming raka hari lantik ditunggutunggu dua tunggu masyarakat tahu,neutral
jokowi dicaci maki di x pak jokowi dielu-elukan di dunia nyata. prabowo gibran dibully di x prabowo gibran menang di realcount. kang emil dibully di x kang emil unggul di surveynya mas @yunartowijaya. opini di x sama real life sering kontradiktif? https://t.co/hf1hoahghz,jokowi caci maki x pak jokowi dieluelukan dunia nyata prabowo gibran dibully x prabowo gibran menang realcount kang emil dibully x kang emil unggul surveynya mas opini x sama real life sering kontradiktif,negative
opini sesat...pak prabowo sendiri yg mau gibran jadi cawapresnya klo pasangkan dgn calon yg lain beliau tdk yakin menang pak prabowo membutuhkan efek jokowi dari gibran sedangkan pak jokowi inginkan erick thohir jadi cawapres prabowo gk ada urusan dgn bu iriana https://t.co/xsgpba2mhn,opini sesatpak prabowo sendiri yg mau gibran jadi cawapresnya klo pasang dgn calon yg beliau tdk yakin menang pak prabowo butuh efek jokowi gibran pak jokowi ingin erick thohir jadi cawapres prabowo gk urus dgn bu iriana,negative
diskusi strategis: ketua dpd ri temui prabowo ini topiknya! https://t.co/zpoh1egbur https://t.co/ipejjmfyf7,diskusi strategis ketua dpd ri temu prabowo topik,neutral
susu ikan akan menjadi salah satu menu dalam program makan bergizi gratis presiden terpilih prabowo subianto. susu ikan diperoleh dari ekstraksi protein beberapa jenis ikan. simak di program jelasin dong! setiap jumat 20.00 wib di youtube tempodotco dan spotify jelasin dong! https://t.co/7q85vb49i5,susu ikan jadi salah satu menu program makan gizi gratis presiden pilih prabowo subianto susu ikan oleh ekstraksi protein beberapa jenis ikan simak program jelasin dong jumat wib youtube tempodotco spotify jelasin dong,neutral
‍️katanya ustadz timses prabowo-gibran?! https://t.co/txjdsitoy9,kata ustadz timses prabowogibran,neutral
menteri komunikasi dan informatika (menkominfo) budi arie setiadi buka suara terkait mengenai kemungkinan menjabat kembali di pemerintahan baru prabowo subianto dan gibran rakabuming raka. #tempoheadliner https://t.co/k25qfpmocz,menteri komunikasi informatika menkominfo budi arie setiadi buka suara kait kena mungkin jabat perintah baru prabowo subianto gibran rakabuming raka,neutral
prabowo: saya ingin menghilangkan kemiskinan dari bumi indonesia dan kita mulai dengan memberi makan untuk anak-anak kita https://t.co/8jgbbuqqvr,prabowo hilang miskin bumi indonesia mulai beri makan anakanak,negative
menteri pertahanan (menhan) prabowo subianto menerima ketua dpd ri sultan bachtiar najamudin beserta tiga pimpinan dpd lainnya di kantornya pada 3 oktober. baca informasi selengkapnya di: https://t.co/jr0exx6tbg #garudatv #laporan8 #viral #dpd #prabowo https://t.co/zgm5iol4u7,menteri tahan menhan prabowo subianto terima ketua dpd ri sultan bachtiar najamudin serta tiga pimpin dpd lain kantor oktober baca informasi lengkap,neutral
mau tahu alasan kenapa guru2 besar dari beberapa kampus negeri ramai2 mengkritik jokowi dan secara sembunyi2 menolak paslon prabowo? karena prabowo yg sejak awal membuat statmen jelas akan mengembalikan biaya di ptn dan mengratiskan biaya di ptn dengan skema anggaran dari negara https://t.co/dmotltie12,mau tahu alas guru besar beberapa kampus negeri ramai kritik jokowi sembunyi tolak paslon prabowo prabowo yg sejak awal buat statmen jelas kembali biaya ptn mengratiskan biaya ptn skema anggar negara,neutral
pak @jokowi skedar mau ngasih tahu. @paltiwest adalah relawan projo yang membela sangat keras ketika panjenengan difitnah dan diserang oleh kubu prabowo di pilpres sebelumnya. sekarang dia ditangkap karena mengkritik soal netralitas aparat penyelenggara pemilu dan berjuang utk https://t.co/jqoma0txls,pak skedar mau ngasih tahu rawan projo bela sangat keras panjenengan fitnah serang kubu prabowo pilpres belum sekarang tangkap kritik soal netralitas aparat selenggara milu juang utk,negative
bansos memang efektif mengerek suara bagi prabowo-gibran yang mati-matian disokong jokowi. namun dampaknya menjadi sangat serius karena berimbas pada ekonomi secara nasional. #tempothread #beras #bansos https://t.co/btewxdjwhw,bansos memang efektif kerek suara prabowogibran matimatian sokong jokowi dampak jadi sangat serius imbas ekonomi nasional,positive
anies &amp; muhaimin ganjar &amp; mahfud prabowo &amp; gibran roti &amp; selai bunga &amp; kumbang,anies amp muhaimin ganjar amp mahfud prabowo amp gibran roti amp selai bunga amp kumbang,neutral
kalau pemilu beneran satu putaran dan yang menang prabowo ada kemungkinan ini adalah debat presiden terakhir 10 tahun kedepan jadi jangan lupa nonton,kalau milu beneran satu putar menang prabowo mungkin debat presiden akhir tahun depan jadi jangan lupa nonton,negative
sobat polri tahu gak sih? kapolri jenderal polisi drs. listyo sigit prabowo m. si. memiliki 15 program prioritas di tahun 2024 ini lho. apa saja? yuk simak informasi berikut ini. https://t.co/kwbimfwmtv,sobat polri tahu gak sih kapolri jenderal polisi drs listyo sigit prabowo m si milik program prioritas tahun lho apa yuk simak informasi ikut,neutral
prediksi pelantikan presiden @prabowo tidak dengan @gibran_tweet .! @__anakkolong @islah_bahrawi @dennysiregar7 @ferdinand_mpu @satrio_aji_ @sangguru2471 @gunromli @joenwoen_09 @drpullmanrogers @humorjontampan @ellymartha1 @mohmahfudmd @adiprayitno_20 https://t.co/7polog1907,prediksi lantik presiden tweet anakkolong bahrawi mpu aji,negative
aneh... fufufafa terbukti serang prabowo ane bela prabowo agar tegakan hukum kepada fufufafa demi menjaga marwah dan kehormatannya. tapi pendukung prabowo malah nyerang sama ane katanya ane lagi adu domba. konoha koq jadi begini?,aneh fufufafa bukti serang prabowo ane bela prabowo tega hukum fufufafa jaga marwah hormat dukung prabowo malah nyerang sama ane kata ane adu domba konoha koq jadi begini,negative
breaking dilansir dari quick count https://t.co/f71loa9fb4 prabowo subianto &amp; gibran rakabuming raka sudah tembus 55%. https://t.co/8dzdh8ho7r,breaking lansir quick count prabowo subianto amp gibran rakabuming raka tembus,negative
coba tanya ke prabowo https://t.co/na7rec3gsq,coba tanya prabowo,negative
kita butuh peraturan tentang tukin untuk dosen @kemdikbud_ri disahkan bukan akan disahkan . kita butuh tukin dibayarkan bukan akan dibayarkan ‍↔️ #bayartukindosenkemendikbudristek @jokowi @nadiemmakarim @prabowo @kemenkeuri @kempanrb @kemnakerri @komisixdprri @dpr_ri https://t.co/nnbouraukk,butuh atur tukin dosen ri sah bukan sah butuh tukin bayar bukan bayar ri,negative
pendukung @prabowo nih... bendera israel dilarang berkibar di indonesia pemenlu no 3 thn 2019 bab x point b no 150 @menlu_ri indonesia tidak punya hubungan diplomatik dengan zionist. tapi yahudi pesek ini terang2an membela zionist israel....vangke https://t.co/np1ic3pxnj,dukung nih bendera israel larang kibar indonesia pemenlu no thn bab x point b no ri indonesia punya hubung diplomatik zionist yahudi pesek terang bela zionist israelvangke,neutral
penjelasan dari pak wiranto mantan atasan pak @prabowo dalam artikel @detikcom di tautan https://t.co/i7hkrwhoa4 https://t.co/sxt0czzper,jelas pak wiranto mantan atas pak artikel taut,negative
pegiat media sosial ditangkap penyidik bareskrim karena memposting rekaman komunikasi jaksa dan pejabat forkopinda batubara yg mengarahkan para kepala desa mengkorupsi dana desa 50% untuk kegiatan memenangkan pasangan prabowo gibran mau jadi apa bangsa ini? kebebasan sipil https://t.co/yci1m9vorr,giat media sosial tangkap sidik bareskrim memposting rekam komunikasi jaksa jabat forkopinda batubara yg arah kepala desa korupsi dana desa giat menang pasang prabowo gibran mau jadi apa bangsa bebas sipil,neutral
kira-kira bisa enggak ya prabowo-gibran didiskualifikasi karena gugatan mk? hasil hitung cepat sejumlah lembaga survei memprediksi kemenangan prabowo-gibran dengan 58% suara. dengan torehan itu prabowo hampir dipastikan menjadi presiden terpilih setelah hasil rekapitulasi https://t.co/2qpqqb7gnc,kirakira enggak prabowogibran diskualifikasi gugat mk hasil hitung cepat jumlah lembaga survei prediksi menang prabowogibran suara toreh prabowo hampir pasti jadi presiden pilih hasil rekapitulasi,negative
akun yang minta makan siang sama prabowo kemarin dipersekusi sampai akun twitternya disuspend trus alamat rumahnya disebar. neo orba bener!!! https://t.co/xjyriy3h7h,akun minta makan siang sama prabowo kemarin persekusi akun twitternya disuspend trus alamat rumah sebar neo orba bener,neutral
prabowo tidak mau pindah ibu kota dari jakarta ke ikn https://t.co/mtey2dec6b,prabowo mau pindah ibu kota jakarta ikn,neutral
random banget sialan mimpi lahiran sesar tapi yang bedah prabowo,random banget sial mimpi lahir sesar bedah prabowo,negative
kesian @prabowo pdhl mudanya kek bintang pelem https://t.co/xhaz2z4yia,kesi pdhl muda kek bintang lem,negative
thomas djiwandono soroti prinsip pajak dalam ekonomi syariah keponakan prabowo singgung soal keadilan hingga tata kelola keuangan islam: wamenkeu ii thomas djiwandono menyoroti pentingnya prinsip-prinsip ekonomi syariah dalam mendukung pemerataan https://t.co/gfi2rcs1p0 https://t.co/t6jrhiuev9,thomas djiwandono sorot prinsip pajak ekonomi syariah keponakan prabowo singgung soal adil hingga tata kelola uang islam wamenkeu ii thomas djiwandono sorot penting prinsipprinsip ekonomi syariah dukung perata,positive
gini ya gibran goblok kalo lo emang bukan pemilik akun fufufafa harusnya postingan-postingannya jangan lo hapus itu malah bikin publik dan prabowo percaya itu akun lo.. mungkin lo ga peduli kalo publik percaya tapi gimana kalo prabowo yg percaya? masih mau ngangkat dagu lo?,gin gibran goblok kalo lo emang bukan milik akun fufufafa harus postinganpostingannya jangan lo hapus malah bikin publik prabowo percaya akun lo mungkin lo ga peduli kalo publik percaya gimana kalo prabowo yg percaya mau ngangkat dagu lo,negative
tadi nonton kampanye gbk di tifi. trs ada pak prabowo bilang 'jangan melakukan kecurangan'. emak gue nyeletuk 'stadion segede gitu ga ada kaca sih' ,tadi nonton kampanye gbk tifi trs pak prabowo bilang jangan laku curang emak gue nyeletuk stadion gede gitu ga kaca sih,negative
 breaking news : kpu resmi menetapkan prabowo subianto dan gibran rakabuming raka sebagai presiden dan wakil presiden terpilih indonesia 2024-2029. 🇮🇩 https://t.co/zl9yahua6q,breaking news kpu resmi tetap prabowo subianto gibran rakabuming raka presiden wakil presiden pilih indonesia,negative
prabowo: untuk apa bangun kereta cepat dan jalan kalau negara ini tidak aman? baca di https://t.co/jrunn9c8ii https://t.co/jqanniuw53,prabowo apa bangun kereta cepat jalan kalau negara aman baca,positive
berkebalikan dengan klaim dan pengakuannya di depan publik presiden jokowi ternyata aktif membangun strategi dan skenario menduetkan prabowo subianto dengan anaknya gibran rakabuming raka. #majalahtempo https://t.co/l79q0whqvj https://t.co/z1l11fywvf,balik klaim aku depan publik presiden jokowi nyata aktif bangun strategi skenario duet prabowo subianto anak gibran rakabuming raka,neutral
pancasila sumber kekuatan bangsa #puanmaharani #tetappuan #mbakpuan #pdiperjuangan #pdip #pancasila #indonesia #explorepage #politik #viral #viral2024 #trendingreels #prabowo welcome to indonesia paes #seretjokowikepenjara https://t.co/bnkcie5p82,pancasila sumber kuat bangsa welcome to indonesia paes,positive
jhon sitorus: puan akan berpasangan dengan calon boneka. diduga akun fufufafa milik gibran yang sdh melecehkan dan merendahkan marwah prabowo sebagai kepala negara ??? tapi saat itu prabowo belum menjadi kepala negara kan. udah biasa di dunia politik saling ini itu lalu bersatu https://t.co/hmh1g1rnov,jhon sitorus puan pasang calon boneka duga akun fufufafa milik gibran sdh leceh rendah marwah prabowo kepala negara prabowo jadi kepala negara kan udah biasa dunia politik saling lalu satu,negative
prabowo akan ganti subsidi bbm menjadi blt sip https://t.co/l4sliah17z,prabowo ganti subsidi bbm jadi blt sip,neutral
pelantikan presiden terpilih dan wakil presiden terpilih prabowo-gibran sebentar lagi beberapa calon atau kandidat menteri pun kian mengerucut. dekamin rangkum beberapa nama calon menteri luar negeri versi beberapa sumber.. coba deh komen kira-kira siapa yang cocok ya? https://t.co/wiejvm6nim,lantik presiden pilih wakil presiden pilih prabowogibran sebentar beberapa calon kandidat menteri kian kerucut dekamin rangkum beberapa nama calon menteri luar negeri versi beberapa sumber coba deh komen kirakira siapa cocok,neutral
ketua mpr ahmad muzani dan wakil ketua dpr sufmi dasco ahmad menemui menteri pertahanan sekaligus presiden terpilih prabowo subianto. pertemuan dilakukan di kantor kementerian pertahanan (kemhan). #prabowo #ahmadmuzani #sufmidascoahmad #bertemu #kemhan #menhanprabowo #foto https://t.co/ocpiozgcnf,ketua mpr ahmad muzani wakil ketua dpr sufmi dasco ahmad temu menteri tahan sekaligus presiden pilih prabowo subianto temu laku kantor menteri tahan kemhan,negative
manager udah kayak abang begini jadinya https://t.co/j9eaxrznxe,manager udah kayak abang begini jadi,negative
kepala biro komunikasi layanan informasi publik dan kerja sama (klik) kementerian esdm agus cahyono adi merespon rencana presiden terpilih prabowo subianto untuk menggantikan subsidi bbm dengan bantuan langsung tunai atau blt. #tempoheadliner https://t.co/kveddkpb10,kepala biro komunikasi layan informasi publik kerja sama klik menteri esdm agus cahyono adi merespon rencana presiden pilih prabowo subianto ganti subsidi bbm bantu langsung tunai blt,neutral
jadi pr buat prabowo jokowi tambah hutang 6000 t dalam kurun waktu 10 thn. mungkin bahasa yg pas warisan hutang yg banyak ya? https://t.co/5xwiadpgkf,jadi pr buat prabowo jokowi tambah hutang t kurun waktu thn mungkin bahasa yg pas waris hutang yg banyak,positive
